"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
1592,1614.45,1578.65,1612.2,131286,19972800,"1.07%","-0.91%","-1.16%","07/26/2004","","","","","",1541.18,1558.96477159089,1475.71475425846,1541.18,1606.64524574154,1.04242521505527,63.6455500786561,2.03443264271355,1.67754324564202
1612.2,1620.45,1594.3,1597.45,181296,15010800,"-0.91%","-0.25%","1.09%","07/27/2004","","","","","",1546.0275,1564.09613537877,1478.9902307015,1546.0275,1613.0647692985,0.883536654596017,60.0189730382852,2.04824168862252,1.76547599318612
1599,1605,1585,1593.45,128206,11592400,"-0.25%","1.34%","1.85%","07/28/2004","","","","","",1551.455,1568.00998399493,1487.59085591273,1551.455,1615.31914408727,0.828783862996832,59.0365412119774,2.02276181476218,1.83311963750056
1595.25,1619.3,1589.6,1614.85,103358,8728400,"1.34%","0.50%","1.16%","07/29/2004","","","","","",1556.0425,1574.25531946228,1487.94380489503,1556.0425,1624.14119510497,0.931781401312827,62.5668203554645,2.08387156628178,1.87424704615092
1606.2,1629,1606.05,1622.95,135828,18088400,"0.50%","0.66%","0.15%","07/30/2004","","","","","",1560.955,1580.74794353397,1488.56885560758,1560.955,1633.34114439242,0.928224216943468,63.8371911815255,2.30318643236116,1.93725423322206
1625.7,1635.8,1612.75,1633.6,126022,19052000,"0.66%","-0.51%","-0.74%","08/02/2004","","","","","",1566.9575,1587.79488439611,1491.44825371188,1566.9575,1642.46674628812,0.941287016332493,65.4952573504482,2.44395797787291,2.02376570908379
1636,1642.5,1620,1625.35,149918,18479600,"-0.51%","-0.23%","1.93%","08/03/2004","","","","","",1570.79,1592.8022331433,1491.68144420481,1570.79,1649.89855579519,0.844842599207963,63.0823717040798,2.52814547399385,2.1055965111497
1622.65,1628.4,1610.25,1621.55,149854,19999200,"-0.23%","2.17%","0.73%","08/04/2004","","","","","",1574.1675,1596.63526872419,1492.48844347386,1574.1675,1655.84655652614,0.790052934100906,61.9502726167639,2.55410514951573,2.19599507257298
1624.15,1659.5,1624.15,1656.8,134084,18990400,"2.17%","-1.42%","-0.75%","08/05/2004","","","","","",1582.0375,1604.6572328943,1500.35940700684,1582.0375,1663.71559299316,0.95766555792541,67.7348351871283,2.68040218082126,2.29990054743833
1654.8,1659.4,1625.1,1633.35,189838,18744400,"-1.42%","0.67%","0.97%","08/06/2004","","","","","",1586.8225,1608.48293517506,1504.89405271214,1586.8225,1668.75094728786,0.783952043156158,61.0820847257571,2.70397540885108,2.37429418812027
1628.65,1647.7,1616.1,1644.3,144780,18958000,"0.67%","0.29%","-1.66%","08/09/2004","","","","","",1591.8975,1613.25854381838,1508.93736213247,1591.8975,1674.85763786753,0.815829393169973,62.9137979100122,2.70480653668519,2.44724583790501
1645,1653.65,1636,1649.15,120506,19154000,"0.29%","-1.95%","-2.60%","08/10/2004","","","","","",1598.1175,1618.04407130927,1517.6100886952,1598.1175,1678.6249113048,0.816942870059458,63.7281090993688,2.65045569572084,2.51698960245598
1648.95,1650.35,1613.1,1617,212672,18186000,"-1.95%","-0.66%","-1.18%","08/11/2004","","","","","",1603.475,1617.90486180136,1533.62006817697,1603.475,1673.32993182303,0.596807767519296,55.0924747486211,2.50566124973073,2.56385512283919
1616,1624,1596.75,1606.35,209946,16925600,"-0.66%","-0.52%","-0.47%","08/12/2004","","","","","",1607.3575,1616.36421356118,1546.50678698035,1607.3575,1668.20821301965,0.491721543183277,52.5520508166821,2.42240106433393,2.57710119305839
1603.9,1611.05,1588.1,1598,213620,18225600,"-0.52%","0.05%","0.22%","08/13/2004","","","","","",1609.835,1613.91565175302,1555.04676129861,1609.835,1664.62323870139,0.391993242705751,50.5826372131941,2.20222088530981,2.55024151610694
1591,1603.3,1578.55,1598.85,177430,16926400,"0.05%","0.17%","-1.18%","08/16/2004","","","","","",1611.8075,1611.90689818595,1561.79165975913,1611.8075,1661.82334024087,0.370466036983495,50.7848289473363,1.96768725125713,2.4879683802473
1608,1615.9,1595.2,1601.5,147170,17854800,"0.17%","-1.34%","0.33%","08/17/2004","","","","","",1614.3,1610.51931176116,1572.17877019839,1614.3,1656.42122980161,0.348057617734717,51.451741844672,1.71152462449731,2.39434832191192
1590,1596.6,1573.55,1580,144078,18471600,"-1.34%","1.70%","0.39%","08/18/2004","","","","","",1614.4675,1606.45007019301,1572.92379680686,1614.4675,1656.01120319314,0.0851657730203434,46.0048247245026,1.29691403989747,2.24062741736483
1587.4,1609.8,1584.1,1606.85,177960,17016800,"1.70%","-1.29%","-1.69%","08/19/2004","","","","","",1615.4375,1606.50339416727,1575.59114665368,1615.4375,1655.28385334632,0.392242334883669,52.7343826186401,0.964850061788347,2.0473912676912
1602,1603,1579,1586.15,171300,16438800,"-1.29%","-0.41%","0.49%","08/20/2004","","","","","",1614.985,1603.7896082783,1574.03926640051,1614.985,1655.93073359948,0.147887612882305,47.7893058349116,0.641961400018376,1.81818625250599
1591,1595,1573.45,1579.7,167898,14274400,"-0.41%","0.90%","1.23%","08/23/2004","","","","","",1613.36,1600.57766050786,1569.61705085388,1613.36,1657.10294914612,0.115252278858,46.3314026835984,0.166507983081732,1.54219206221276
1582.15,1603.5,1581.1,1593.9,150454,10850400,"0.90%","0.33%","1.03%","08/24/2004","","","","","",1613.1825,1599.68730577348,1569.15486918707,1613.1825,1657.21013081293,0.281018196482931,49.9513607504542,-0.120759217488264,1.25036756585509
1600,1602.9,1588.2,1599.1,100352,8402800,"0.33%","0.70%","0.08%","08/25/2004","","","","","",1613.465,1599.60899833702,1569.87713356908,1613.465,1657.05286643092,0.335217903785618,51.2481636029404,-0.468165689337674,0.929193482113804
1604,1614.5,1603,1610.25,90124,5872800,"0.70%","-0.61%","0.71%","08/26/2004","","","","","",1613.235,1601.02779855875,1569.63025140538,1613.235,1656.83974859462,0.465772076480127,54.0004371413209,-0.749367614707153,0.601239204334141
1604,1612.55,1590,1600.4,114094,15298000,"-0.61%","1.33%","1.66%","08/27/2004","","","","","",1612.1075,1600.94409208425,1568.39983162247,1612.1075,1655.81516837753,0.366070412417389,51.2479628686299,-0.865942742752313,0.286391427221981
1608,1623.6,1607,1621.65,84002,16157600,"1.33%","0.33%","0.39%","08/30/2004","","","","","",1611.51,1603.70487980635,1568.67591777568,1611.51,1654.34408222432,0.618363689303498,56.4099907000718,-0.849407504806521,0.00184341285488869
1619.8,1629.75,1610,1627,122118,16324800,"0.33%","0.06%","-0.10%","08/31/2004","","","","","",1611.5925,1606.81089583217,1568.64590205558,1611.5925,1654.53909794442,0.679379749938964,57.6264619050339,-0.734522914952063,-0.223871804350615
1629,1633.95,1625.05,1627.9,74508,16095200,"0.06%","-0.16%","0.12%","09/01/2004","","","","","",1611.91,1609.62277638788,1568.58144590458,1611.91,1655.23855409542,0.684520350768979,57.8396155896634,-0.656536340726654,-0.404025849074504
1626,1638.7,1619.75,1625.3,118812,16523600,"-0.16%","0.28%","0.81%","09/02/2004","","","","","",1610.335,1611.7130728695,1571.60158935751,1610.335,1649.06841064249,0.69317947673297,56.9483749656197,-0.609073455640285,-0.543029721925466
1627,1632,1615.2,1629.85,101080,16788400,"0.28%","0.53%","0.89%","09/03/2004","","","","","",1610.16,1614.13132982023,1571.81441876826,1610.16,1648.50558123174,0.75674405456269,58.1633006741523,-0.387390626587414,-0.604574011888705
1635,1643.95,1632,1638.5,83192,17021600,"0.53%","0.35%","0.71%","09/06/2004","","","","","",1609.87,1617.3804858442,1572.48590712616,1609.87,1647.25409287384,0.882916874519553,60.4484424900531,-0.261034354580658,-0.620160138232304
1639,1646.5,1635.35,1644.3,90252,17695200,"0.35%","0.36%","-0.04%","09/07/2004","","","","","",1609.6275,1620.96975439831,1573.21546249865,1609.6275,1646.03953750135,0.976113153496434,61.9492185504731,0.0133855110469261,-0.566654449300682
1645.85,1652,1642.8,1650.15,82328,19314000,"0.36%","-0.39%","0.85%","09/08/2004","","","","","",1611.285,1624.86045381186,1570.88213995272,1611.285,1651.68786004728,0.98096842592976,63.455435897535,0.317416150092509,-0.448122919878497
1649,1652.4,1635.25,1643.7,108726,19764000,"-0.39%","1.24%","1.36%","09/09/2004","","","","","",1613.1525,1627.37239330362,1570.44750643953,1613.1525,1655.85749356047,0.857657236931124,60.6068187441738,0.521075984470332,-0.29400972796487
1642,1666.8,1637.7,1664.1,116328,21120400,"1.24%","0.12%","0.78%","09/10/2004","","","","","",1616.4575,1632.2694075298,1568.98925508827,1616.4575,1663.92574491173,1.00183549116461,65.8313591617141,0.838338011231743,-0.106482448405063
1666.5,1674.8,1662.35,1666.05,92034,21874400,"0.12%","0.66%","0.44%","09/13/2004","","","","","",1619.8175,1636.77348652583,1568.45648097779,1619.8175,1671.17851902221,0.950073819407732,66.2915677515518,1.04713844692472,0.0914799251368022
1668,1678.9,1662,1677,87580,22834400,"0.66%","-0.21%","1.20%","09/14/2004","","","","","",1623.5925,1642.13702165572,1567.30916965255,1623.5925,1679.87583034745,0.974452201658153,68.8303374628337,1.36255310330538,0.315823196695917
1675,1684.4,1665.35,1673.4,116148,23180000,"-0.21%","1.42%","3.37%","09/15/2004","","","","","",1628.2625,1646.30541876829,1571.72336421778,1628.2625,1684.80163578222,0.899170409801318,67.042580247597,1.57016731508128,0.557961060109424
1669,1699.4,1668,1697.1,107696,24491600,"1.42%","1.92%","1.72%","09/16/2004","","","","","",1632.775,1653.07802959918,1569.75718902564,1632.775,1695.79281097436,1.01037158388581,72.1677423427901,1.73710353740677,0.794015967219889
1699,1732,1699,1729.75,142772,23323600,"1.92%","-0.20%","1.09%","09/17/2004","","","","","",1639.955,1663.30095898596,1567.76714160262,1639.955,1712.14285839738,1.1219536220738,77.3852755871249,1.96162655813192,1.04097829085462
1634,1738,1634,1726.3,107004,22940400,"-0.20%","1.29%","1.50%","09/20/2004","","","","","",1647.285,1671.70083112116,1571.38289133364,1647.285,1723.18710866636,1.02050596082464,75.7689507202894,2.16873045285646,1.28046106216679
1724.85,1750.4,1723.6,1748.65,115480,22442000,"1.29%","0.21%","-1.27%","09/21/2004","","","","","",1655.0225,1681.96072030501,1571.31685219174,1655.0225,1738.72814780826,1.05926632462406,78.850775135726,2.41340756797908,1.51334899748752
1750,1759.4,1732.15,1752.25,158110,21650000,"0.21%","-1.48%","-1.77%","09/22/2004","","","","","",1662.68,1691.33262426434,1573.02924205563,1662.68,1752.33075794437,0.999549596979315,79.3072979972605,2.62852819243931,1.74751035392852
1743,1746.7,1723,1726.4,172670,19062400,"-1.48%","-0.30%","-0.49%","09/23/2004","","","","","",1668.4875,1696.00827436243,1578.12923045592,1668.4875,1758.84576954408,0.820460430972234,67.962871937502,2.69287728457099,1.95357027318843
1715.1,1737.5,1715.1,1721.25,165052,17330800,"-0.30%","-0.19%","-1.08%","09/24/2004","","","","","",1674.53,1699.37383778077,1587.07621563363,1674.53,1761.98378436637,0.767112511702607,65.9391805390576,2.77780358150586,2.145866399253
1718.15,1722.3,1705.55,1718,113138,15218000,"-0.19%","-0.89%","0.74%","09/27/2004","","","","","",1679.3475,1701.85732607667,1593.47549947014,1679.3475,1765.21950052986,0.725058807070416,64.6312758184935,2.83677475393758,2.3096688048788
1715.2,1717.85,1700.05,1702.65,121252,13094800,"-0.89%","1.64%","2.47%","09/28/2004","","","","","",1683.13,1701.96301593311,1600.2003888831,1683.13,1766.0596111169,0.617690169633646,58.7082775885119,2.73770303829244,2.43939499634671
1705.2,1733.9,1696,1730.65,179968,9281200,"1.64%","0.81%","2.78%","09/29/2004","","","","","",1688.2675,1705.78794714203,1606.94527502429,1688.2675,1769.58972497571,0.760583745788186,65.00776105078,2.73648986862409,2.55043792203752
1738.8,1747,1734.2,1744.75,94856,6423600,"0.81%","1.95%","3.41%","09/30/2004","","","","","",1694.24,1710.98288752309,1614.76865547885,1694.24,1773.71134452115,0.81778750129586,67.681613148522,2.72996645816754,2.63580902204148
1742,1782.4,1728.3,1778.8,149222,20082400,"1.95%","1.43%","1.89%","10/01/2004","","","","","",1701.6875,1720.02516918668,1619.8663665747,1701.6875,1783.5086334253,0.971226055982256,73.0393223761611,2.85612717068977,2.71218643513407
1784.9,1813.6,1784.9,1804.25,111974,19709200,"1.43%","0.45%","-0.62%","10/04/2004","","","","","",1709.975,1731.25514662846,1622.08160718803,1709.975,1797.86839281197,1.03630311098399,76.2133977084231,2.90726720142886,2.7670597277396
1807.1,1817.9,1797,1812.35,114768,20609200,"0.45%","-1.06%","0.17%","10/05/2004","","","","","",1718.3775,1742.06779374466,1625.23069396243,1718.3775,1811.52430603757,1.00443221833125,77.1360123019339,2.86814280063887,2.79368357309511
1814.05,1823.7,1788.25,1793.1,155588,20708800,"-1.06%","1.25%","1.37%","10/06/2004","","","","","",1725.525,1748.87208791204,1632.47838533832,1725.525,1818.57161466168,0.863124441688185,70.1702108955986,2.80919239431643,2.80660747417794
1795,1819.75,1794.1,1815.5,149940,20729600,"1.25%","0.12%","0.00%","10/07/2004","","","","","",1734.115,1757.75580952377,1641.14966183571,1734.115,1827.08033816429,0.937716903993718,73.2027480634172,2.70129764127172,2.79810681415192
1814,1820.95,1804.15,1817.65,112994,21751600,"0.12%","-0.12%","-0.67%","10/08/2004","","","","","",1741.7925,1765.74170158727,1647.86711857943,1741.7925,1835.71788142057,0.903817896998101,73.481412446116,2.57638066393853,2.76917413748536
1811,1818,1810,1815.45,23242,21961200,"-0.12%","-0.55%","-1.63%","10/09/2004","","","","","",1749.2625,1772.36947470896,1656.86945981298,1749.2625,1841.65554018702,0.858184446934671,72.6489030018457,2.58208301915372,2.75188302424773
1816,1827,1801.55,1805.55,100370,21846800,"-0.55%","-1.09%","-0.40%","10/11/2004","","","","","",1755.69,1776.79354474777,1666.4683344697,1755.69,1844.9116655303,0.779416438281293,68.867745761242,2.60713152282226,2.73750987471419
1815,1818,1782.2,1785.8,131418,22238000,"-1.09%","0.70%","0.31%","10/12/2004","","","","","",1761.31,1777.99440544807,1679.69406038034,1761.31,1842.92593961966,0.650031967493888,61.9415561331126,2.61091666924775,2.72428212038977
1780,1808.95,1770.65,1798.25,138812,21767600,"0.70%","-0.38%","-0.73%","10/14/2004","","","","","",1766.3675,1780.69515138832,1688.86152426264,1766.3675,1843.87347573736,0.705677689343846,64.3739459021346,2.73256638742307,2.71055314447125
1795.05,1813.4,1785.6,1791.35,141600,22223600,"-0.38%","-0.35%","1.02%","10/15/2004","","","","","",1769.4475,1782.11579786988,1693.11999856703,1769.4475,1845.77500143297,0.643477118920464,62.0085799057665,2.68823762785366,2.68621652518511
1797.6,1801.7,1782.35,1785.15,96024,22589600,"-0.35%","1.37%","0.27%","10/18/2004","","","","","",1772.39,1782.5203581539,1698.44254162583,1772.39,1846.33745837417,0.586277475119124,59.8794919290313,2.60763071401118,2.65727073778204
1793.75,1818,1788.55,1809.65,113552,21652800,"1.37%","-1.09%","-1.46%","10/19/2004","","","","","",1775.44,1786.13764373338,1700.6338465098,1775.44,1850.2461534902,0.728657659857354,64.9944060988166,2.43171040842638,2.61532829490536
1812,1814.75,1786.6,1790,122272,21175600,"-1.09%","-0.38%","-1.78%","10/20/2004","","","","","",1777.3275,1786.65262456893,1703.05399547113,1777.3275,1851.60100452887,0.585309694758475,58.5473650646817,2.11208963683132,2.54986073885643
1790.05,1797.9,1776,1783.15,122166,19808000,"-0.38%","-1.40%","-0.01%","10/21/2004","","","","","",1780.165,1786.18560795974,1709.64971016864,1780.165,1850.68028983135,0.521165622428407,56.4453989907176,1.7307925807124,2.45590650738686
1775,1778.35,1754.6,1758.1,115680,16768800,"-1.40%","1.41%","1.50%","10/25/2004","","","","","",1782.0075,1782.44086023177,1715.96202873209,1782.0075,1848.05297126791,0.319007272254735,49.4531885806222,1.43132496104335,2.32804450093015
1758.15,1785,1751.35,1782.9,151804,12062000,"1.41%","0.09%","0.99%","10/26/2004","","","","","",1785.2525,1782.50207886754,1726.08619645651,1785.2525,1844.41880354349,0.480119596297995,55.3502254819407,1.16115195413817,2.1673801044097
1785.05,1796.05,1775.5,1784.5,106830,9145600,"0.09%","0.90%","0.04%","10/27/2004","","","","","",1789.345,1782.76846835186,1743.8572445047,1789.345,1834.8327554953,0.446743910012214,55.7092352334754,0.877980736385164,1.97483166742497
1795,1809.8,1795,1800.55,82758,5142400,"0.90%","-0.85%","-0.32%","10/28/2004","","","","","",1792.84,1785.13933923828,1756.01113088893,1792.84,1829.66886911107,0.604673319953825,59.2489293651727,0.694811143813467,1.74841441813501
1805,1805,1782.3,1785.25,96668,20411600,"-0.85%","0.54%","1.53%","10/29/2004","","","","","",1794.865,1785.15409400651,1765.04964992659,1794.865,1824.68035007341,0.338757553134105,54.7564229740827,0.527832443069998,1.50836939760349
1780,1798.9,1776.1,1794.85,83290,21291200,"0.54%","0.99%","2.49%","11/01/2004","","","","","",1795.6675,1786.44688147231,1766.77524714564,1795.6675,1824.55975285436,0.485852608930825,56.9615291940763,0.421584219491566,1.26547534265687
1800,1815.8,1799.9,1812.65,92852,21039600,"0.99%","1.48%","1.33%","11/02/2004","","","","","",1796.0875,1789.94063060934,1766.47321501792,1796.0875,1825.70178498208,0.779637006431537,60.7785912606058,0.291014783852761,1.0276202732598
1816,1841.85,1815,1839.5,130426,20091600,"1.48%","-0.15%","0.94%","11/03/2004","","","","","",1797.445,1796.54854652809,1762.89547178325,1797.445,1831.99452821675,1.10861901986278,65.7177270795883,0.253337016151023,0.821092204295322
1845.5,1849,1834.3,1836.7,91556,20003600,"-0.15%","1.09%","1.38%","11/04/2004","","","","","",1799.625,1801.90207365768,1761.16624937027,1799.625,1838.08375062973,0.982009937828514,64.8012750105722,0.204687888478317,0.651525016269313
1843.6,1858.9,1841,1856.8,93184,20366800,"1.09%","0.28%","0.07%","11/05/2004","","","","","",1801.69,1809.22179716999,1756.2432003327,1801.69,1847.1367996673,1.10631332022757,68.226684284249,0.152852577153961,0.509472529170492
1861,1876,1857,1862.05,77366,20602800,"0.28%","-0.21%","0.87%","11/08/2004","","","","","",1803.91,1816.26555754732,1751.72360713749,1803.91,1856.09639286251,1.05704175754375,69.0732634211514,0.235217525571318,0.406590925996397
1860.05,1867.5,1852,1858.1,82674,21014800,"-0.21%","1.08%","0.93%","11/09/2004","","","","","",1806.0425,1821.84348320768,1748.89439176359,1806.0425,1863.19060823641,0.955461270779534,67.6135709356431,0.411689724767994,0.35478081359449
1862,1879.9,1862,1878.2,73744,21187200,"1.08%","-0.15%","-0.22%","11/10/2004","","","","","",1809.675,1829.35768544666,1744.44909640335,1809.675,1874.90090359665,1.02528977155876,70.9748842982271,0.806907515126509,0.367235965962605
1878.7,1882.9,1872.5,1875.4,63634,21305200,"-0.15%","-0.07%","0.24%","11/11/2004","","","","","",1814.155,1835.49666072044,1743.98314738088,1814.155,1884.32685261912,0.93639292475591,69.8867378146835,1.0973767310501,0.430518664627062
